,file_name,gpt extracted precedents,ner extracted precedents,true_positives,false_positives,false_negatives
68,In_Re_Children_In_Street_Situations_vs_This_Writ_Petition_Has_Been_Filed_For_The_on_1_February_2022.PDF,"['eera v. state (nct of delhi) & anr.', 'm.c. mehta v. state of tamil nadu & ors.', 'sakshi v. union of india & ors.', 'sampurna behura v. union of india & ors.', 'state of maharashtra v. dr. praful b. desai']",['re children in street situations vs this writ petition'],0.0,5.0,1.0
69,In_The_Impugned_Award_It_Is_To_Be_Noted_vs_No_1_Has_Not_Challenged_The_Rejection_Of_on_3_January_2022.PDF,"['anand brothers private limited vs. union of india and others', 'goa, daman & diu housing board vs. ramakant v.p. darvotkar', 'gujarat water supply vs. unique erectors', 'indian oil corporation vs. indian carbon ltd', 'parsa kenta collieries limited vs. rajasthan rajya vidyut utpadan nigam limited', 'shakti bhog foods ltd. vs. kola shipping ltd.', 'steel authority of india limited vs. gupta brothers steel tubes limited', 'trimex international fze limited, dubai vs. vendata aluminium ltd.', 'union of india vs. m/s warsaw engineers']","['(2001) 7 - s.c.c. - 328 (smita conductors limited vs. euro alloys limited)', '(2006) 11 - s.c.c. - 181 ( mcdermott international inc. vs. burn standard co. ltd. and ors.', '(2009) 2 - s.c.c. - 134 (shakti bhog foods ltd. vs. kola shipping ltd.)', '(2017) 13 - scale - 91 (sc) (venture global engineering llc and ors vs. tech mahindra ltd. and ors)', '(2017) 14 - scale - 240 (sc) (sutlej construction vs. the union territory of chandigarh', '(2021) 3 - s.c.c. - 308 (anglo american metallurgical coal pty. ltd. vs. mmtc limited)', '2003 (5) - s.c.c. - 705 (ongc vs. saw pipes limited)', '2008 (13) - s.c.c. - 80 (dda vs. r.s. sharma & co.)', '2009 (10) - s.c.c. - 63 (steel authority of india limited vs. gupta brothers steel tubes limited)', '2009 (2) - s.c.c. - 606 (u.p. state electricity board and another vs. aziz ahamad)', '2009(6) - s.c.c. - 414 (g.ramachandra reddy & company vs. union of india & another)', '2010(1) - scale - 57 (trimex international fze limited, dubai vs. vendata aluminium ltd.)', '2014 (9) - s.c.c. - 212 (anand brothers private limited vs. union of india and others)', '2015 (5) - s.c.c. - 698', '2015 - s.c.c. online - del - 13192 (p.c.l. suncon (jv) vs. nhai)', '2019 (15) - s.c.c. - 131 (ssangyong engineering & construction co. ltd. vs. national highways authority of india ltd.)', '2019 (16) - scale - 823 (hindustan construction company limited & anr.', '2019 (7) - s.c.c. - 236 (parsa kenta collieries limited vs. rajasthan rajya vidyut utpadan nigam limited)', '2020 - scc online - s.c. - 466 (patel engineering ltd. vs. com', 'a.i.r. - 1988 - s.c. - 1340 (indian oil corporation vs. indian carbon ltd)', 'a.i.r. - 1989 - s.c. - 973 (gujarat water supply vs. unique erectors)', 'a.i.r. -1960 - s.c. - 100 (narayan bhagwantrao vs. gopal vinayak gosavi and others', 'ltd. vs. board of trustees of v.o. chidambranar port trust tuticorin and others']",0.0,9.0,23.0
70,Israr_Mansoori_Mustaq_Mansoori_vs_The_State_Of_Maharashtra_on_10_February_2022.PDF,"['anand ramdhani chaurasia and another vs. state of maharashtra', 'ganesh pandurang jadhav vs. state of maharashtra', 'joseph kuruian philip jose vs. state of kerala', 'vasim s/o jamil shaikh vs. state of maharashtra', 'zahir ibrahim panja and others vs. state of maharashtra']",[],0.0,5.0,0.0
71,Jacob_Thomas_vs_Food_Safety_Officer_Kuttiadi_Circle_on_18_March_2022.PDF,[],[],0.0,0.0,0.0
72,Jagdish_Dhakad_vs_The_State_Of_Madhya_Pradesh_on_21_February_2022.PDF,[],"['dhakad vs the state of madhya pradesh', 'shubhankarjagdish dhakad vs the state of madhya pradesh']",0.0,0.0,2.0
73,Jagdish_Dhakad_vs_The_State_Of_Madhya_Pradesh_on_31_January_2022.PDF,[],"[""10:21:04 +05'30'jagdish dhakad vs the state of madhya pradesh"", 'andjagdish dhakad vs the state of madhya pradesh', 'jagdish dhakad vs the state of madhya pradesh']",0.0,0.0,3.0
74,Jeevan_Patidar_vs_The_State_Of_Madhya_Pradesh_on_4_January_2022.PDF,[],[],0.0,0.0,0.0
75,Jmc_Projects_India_Ltd_Ors_vs_National_Highways_Authority_Of_India_on_4_February_2022.PDF,"['antaios compania navierya s a v. salen rederierna a b', 'food corporation of india v. m/s kamdhenu cattle feed industries', 'michigan rubber (india) ltd. v. state of karnataka', 'municipal corporation, ujjain & anr. v. bvg india ltd. and ors.', 'national high speed rail corporation limited v. montecarlo limited and anr.', 'ramayana dayaram shetty v. international airport authority of india', 'rds projects v. ratangiri gas and power pvt. ltd.', 'state of jharkand & ors. v. cwe-soma consortium']","['2018 scc online sc 278', 'afcons infrastructure ltd. v. nagpur metro rail corporation ltd. (2016) 16', 'food corporation of india v. m/s kamdhenu cattle feed industries (1993) 1 supreme court cases 71', 'michigan rubber (lndia) ltd. v. state of karnataka (2012)', 'michigan rubber (lndia) ltd. v. state of karnataka (2012) 8', 'national high speed rail corporation limited', 'national high speed rail corporation limited v.\nmontecarlo limited and anr., civil appeal no. 6466 of 2021', 'national high speed rail corporation ltd.', 'ramana dayaram shetty v. international airport authority of india (1979) 3 scc 489', 'ramayana dayaram shetty', 'ramayana dayaram shetty v. international airport authority of india and others (1979) 3 scc 489', 'rds projects v. ratangiri gas and power pvt']",0.0,8.0,12.0
76,Jyotirmayee_Rout_vs_State_Of_Odisha_Opp_Party_on_8_February_2022.PDF,[],['jyotirmayee rout vs state of odisha'],0.0,0.0,1.0
77,Kadagala_Jagadish_vs_The_State_Of_A_P_on_24_March_2022.PDF,"['criminal petition nos.5421 of 2019 and batch', 'crl.p.no.3731 of 2018 and batch']",[],0.0,2.0,0.0
78,Kaiyyum_Shakir_Ansari_vs_State_Of_Maharashtra_on_17_February_2022.PDF,[],[],0.0,0.0,0.0
79,Karukola_Simhachalam_vs_Union_Of_India_on_28_January_2022.PDF,"['(1995) 3 scc 42', '(1996) 4 scc 37', '1980 cri lj 1075', '1981 (1) scc 608', '1989 air 2039', '1995 (2) scc 577', '1995 (3) scc 42', '1996 (8) scale 33', '1997 (2) scc 83', '1999 (1) awc 847', 'air 1984 sc 802', 'air 1987 ap 171', 'air 1987 sc 359', 'air 1987 sc 990', 'air 1988 sc 1037', 'air 1989 sc 2039', 'air 1990 sc 630', 'air 1991 sc 420', 'air 1992 sc 573,585', 'air 1993 sc 2178', 'air 1995 sc 636', 'air 1996 sc 3261', 'air 1997 ori 37', 'w.p.no.36929 of 1998 dated 20.07.2001']","['(1995) 3 scc 42', '(1996) 4 scc 37', '(2000) 3 uplbec 1969', '(2000) 3 uplbec 1969 air 2002 sc 40 cj & msm,j wp (pil)_164_2019 &', '12.karukola simhachalam vs union of india on 28 january, 2022 876', '1980 cri lj 1075 air 1992 sc 573,585', '1995 (3) scc 42karukola simhachalam vs union of india on 28 january, 2022', '1997 (2) scc 83', '1999 (1) awc 847', '27 1995 (3) scc 42 28 1997 (2) scc 83 29 (1996) 4 scc 37', 'air 1984 sc 802', 'air 1986 bom 136 cj & msm,j wp (pil)_164_2019 &', 'air 1987 ap 171', 'air 1987 ap 171 1995 (2) scc 577 (1995)', 'air 1987 sc 359', 'air 1987 sc 990', 'air 1988 sc 1037', 'air 1989 sc 2039', 'air 1990 sc 630', 'air 1991 sc 420', 'air 1992 sc 573,585', 'air 1993 sc 2178', 'air 1993 sc 2178 air 1995 sc 636 air 1984 sc 802 1995 (2) scc 577 air 1989 sc 2039 cj & msm,j wp (pil)_164_2019 &', 'air 1995 sc 636', 'air 1996 sc 3261', 'air 1996 sc 3261 cj', 'air 1997 m.p 191 cj & msm,j wp (pil)_164_2019 &', 'air 1997 m.p. 191', 'air 1997 ori 37', 'air 1997 ori 37 cj', 'alongkarukola simhachalam vs union of india', 'alsokarukola simhachalam vs union of india on 28 january, 2022', 'andkarukola simhachalam vs union of india', 'arekarukola simhachalam vs union of india', 'atkarukola simhachalam vs union of india', 'bandhua mukti morcha v. union of india10', 'banga khet mazdoor samiti vs. state of west bengal29', 'basickarukola simhachalam vs union of india on 28 january, 2022 9right', 'branchkarukola simhachalam vs union of india', 'cankarukola simhachalam vs union of india on 28 january, 2022', 'castkarukola simhachalam vs union of india', 'cerc vs. union of india5', 'cesc ltd. vs. subash chandra bose2', 'chckarukola simhachalam vs union of india on 28 january, 2022 0kaviti', 'citizens action committee, nagpur vs. civil surgeon, mayo (general) hospital, nagpur and ors32', 'consumer education and research centre and others v. union of india and others27', 'consumer education and research centre v. union of india9', 'consumer education and research centre vs. union of india18', 'continuekarukola simhachalam vs union of india', 'difficultkarukola simhachalam vs union of india on 28 january, 2022 8to', 'diseases;karukola simhachalam vs union of india on 28 january, 2022', 'francis coralie mullin v.\nunion territory of delhi6', 'fromkarukola simhachalam vs union of india', 'hamid vs. state of m.p33', 'identifiedkarukola simhachalam vs union of india', 'indian council forkarukola simhachalam vs union of india', 'informkarukola simhachalam vs union of india', 'justicekarukola simhachalam vs union of india', 'kamlavati vs. kotwal and ors34', 'karukola simhachalam vs union of india', 'karukola simhachalam vs union of india on 28 january, 2022', 'karukola simhachalam vs union of india on 28 january, 2022 2(c) acceptability', 'karukola simhachalam vs union of india on 28 january, 2022 3147', 'karukola simhachalam vs union of india on 28 january, 2022 42', 'karukola simhachalam vs union of india on 28 january, 2022 6134', 'karukola simhachalam vs union of india on 28 january, 2022 634', 'karukola simhachalam vs union of india on 28 january, 2022 71', ""kirloskar brothers ltd. vs. employees' state insurance corporation19"", 'kspkarukola simhachalam vs union of india on 28 january, 2022', 'm.c.\nmehta vs. union of india22, rural litigation and entitlement kendra v. state of u.p23', 'mahendra pratap singh vs. orissa state4', 'municipal council, ratlam vs.\nvardhichand & ors1', 'municipal council, ratlam vs. vardhichand & ors', 'murli s deora vs. union of india and ors35', 'niteki v. poland (application no.65653/2001)', 'officer;karukola simhachalam vs union of india', 'ofkarukola simhachalam vs union of india', 'orkarukola simhachalam vs union of india', 'parmanand katara v. union of india13', 'paschim banga khet mazdoor samiti v. state of west bengal31', 'paschim banga khet mazdoor samity v. state of west bengal7', 'personkarukola simhachalam vs union of india', 'rakesh chandra narayan v. state of bihar3', 'referredkarukola simhachalam vs union of india', 's.k. garg vs. state of u.p26', 'securingkarukola simhachalam vs union of india', 'shantistar builders v. narayan khimalal totame21', 'simhachalam vs union of india on', 'simhachalam vs union of india on 28 january, 2022 112', 'simhachalam vs union of india on 28 january, 2022 772', 'simhachalam vs union of india on 28 january, 2022 981', 'socio-karukola simhachalam vs union of india', 'state of punjab and others v. mohinder singh chawla and others28', 'state of punjab vs. mohinder singh chawla14', 'subhash kumar vs. state of bihar', 'subhash kumar vs. state of w.p.no.36929 of 1998', 'supreme air 1991 sc 420 air 1990 sc 630 air 1988 sc 1037 air 1987 sc 359 air 1987 sc 990 air 1993 sc 2178 1999 (1) awc 847 cj & msm,j wp (pil)_164_2019 & wp (pil)_236_2021 court', 't. damodar rao and others vs. special officer,\nmunicipal corporation of hyderabad16', 't. ramakrishna rao vs. hyderabad development 1989 air 2039 1997 (2) scc 83 cj & msm,j wp (pil)_164_2019 & wp (pil)_236_2021 authority15', 't. soobramoney v. minister of health (kwazulu-natal) (case cct 32/97)', 'thekarukola simhachalam vs union of india on 28 january, 2022', 'thiskarukola simhachalam vs union of india on 28 january, 2022', 'union of india,karukola simhachalam vs union of india', 'unnikrishnan, j.p vs. state of a.p25', 'unnikrishnan, j.p. v. state of andhra pradesh8', 'urbankarukola simhachalam vs union of india', 'vide naz foundation vs. government of nct of delhi30)', 'vincent panikurlangara vs. union of india24', 'vincent v. union of india12', 'virender gaur v. state of haryana11', 'virender gaur vs. state of haryana17', 'water;karukola simhachalam vs union of india']",17.0,7.0,95.0
80,Kenchanagoudra_vs_The_State_Of_Karnataka_on_17_March_2022.PDF,[],"['12kenchanagoudra vs the state of karnataka', '26.07.2010.kenchanagoudra vs the state of karnataka', 'accusedkenchanagoudra vs the state of karnataka', 'akenchanagoudra vs the state of karnataka', 'allkenchanagoudra vs the state of karnataka', 'amar singh vs. state of punjab (air 1987 sc 826)', 'andkenchanagoudra vs the state of karnataka', 'atkenchanagoudra vs the state of karnataka', 'betal singh vs. state of m.p. reported in (1996) 8', 'couldkenchanagoudra vs the state of karnataka', 'eknath ganpat aher vs. state of maharashtra (air 2010 sc 2657)', 'entirelykenchanagoudra vs the state of karnataka', 'gopal singh v. state of m.p. [(2010) 6 scc 407 : (2010) 3 scc (cri) 150]', 'hem raj', 'hem raj and others vs. state of haryana 9', 'identifieskenchanagoudra vs the state of karnataka', 'joseph v. state of kerala [joseph v. state of kerala, (2003) 1 scc 465 : 2003 scc (cri) 356]', 'kadlenni basappakenchanagoudra vs the state of karnataka', 'kenchanagoudra vs the state of karnataka', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 116.5', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 210', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 225.8', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 318.2', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 460', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 565', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 613', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 619.6', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 632.4', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 734', 'kenchanagoudra vs the state of karnataka on 17 march, 2022 778', 'krishnegowda and others vs. the state of karnataka by arkalgund police station (air 2017 sc 1657) - para 28 to 30kenchanagoudra vs the state of karnataka', 'lakappakenchanagoudra vs the state of karnataka', 'mohinder singh v. state [air 1953 sc 415 : 1950 scr 821]', 'notkenchanagoudra vs the state of karnataka', 'ofkenchanagoudra vs the state of karnataka', 'onkenchanagoudra vs the state of karnataka', 'pw 20 lalkenchanagoudra vs the state of karnataka', 'rainykenchanagoudra vs the state of karnataka', 'ram narain', 'ram narain singh v. state of punjab [(1975) 4 scc 497 : 1975 scc (cri) 571 : air 1975 sc 1727]', 'ram narain vs. state of punjab (1975 (4) scc 497)', 'ramnaresh v. state of chhattisgarh [ramnaresh v. state of chhattisgarh, (2012) 4 scc 257 : (2012) 2 scc (cri) 382]', 'rana partap v. state of haryana [(1983) 3 scc 327 : 1983 scc (cri) 601]', 'sd/-kenchanagoudra vs the state of karnataka', 'seeman v. state [seeman v. state, (2005) 11 scc 142 : 2005 scc (cri)\n1893]', 'shahid khan vs. state of rajasthan (air 2016 sc 1178)', 'shivasharanappa vs. state of karnataka (air 2013 sc 2144', 'state of h.p. v. mast ram[(2004) 8 scc 660]', 'state of haryana v. inder singh [state of haryana v. inder singh, (2002) 9 scc 537 : 2003 scc (cri) 1239]', 'state of uttar pradesh vs. om pal (air 2018 sc (cril)', 'svhkenchanagoudra vs the state of karnataka', 'thekenchanagoudra vs the state of karnataka', 'upkenchanagoudra vs the state of karnataka', 'v. state of maharashtra vs. dinesh (air 2018 sc 2997)']",0.0,0.0,54.0
81,K_Kanniyappan_vs_Https___Www_Mhc_Tn_Gov_In_Judis_on_12_January_2022.PDF,[],[],0.0,0.0,0.0
82,K_Kanniyappan_vs_The_Food_Safety_Officer_on_10_January_2022.PDF,"['madras fertilizers ltd., vs. the state of tamil nadu', 'pepsico india holdings pvt. ltd., v. food inspector and ors.', 'r. banerjee and ors. vs. h.d. dubey and ors.', 'r.dharmarajan and ors. v. g.jegatheesan']","['a.no.178 of 2003 (madras fertilizers ltd., vs.', 'notk.kanniyappan vs the food safety officer on 10 january, 2022']",0.0,4.0,2.0
83,K_N_Abdul_Gafoor_vs_The_State_Of_Kerala_on_3_January_2022.PDF,[],[],0.0,0.0,0.0
84,Lalit_Chandrakant_Madhavi_vs_The_State_Of_Maharashtra_on_8_March_2022.PDF,[],['oflalit chandrakant madhavi vs the state of maharashtra'],0.0,0.0,1.0
85,Lellav_Kanak_Durga_Vsp_vs_Dist_Collecotr_Vsp_2_Ors_on_6_January_2022.PDF,[],[],0.0,0.0,0.0
86,Logfresh_Biotechnology_Pvt_Ltd_vs_The_State_Of_Telangana_on_19_January_2022.PDF,['w.p.no.13025 of 2018'],[],0.0,1.0,0.0
87,Madan_Lal_Agrawal_vs_State_Of_Chhattisgarh_on_23_February_2022.PDF,[],[],0.0,0.0,0.0
88,Mahesh_Garg_vs_Food_Safety_And_Standards_Authority_Of_on_7_February_2022.PDF,[],"['2006.mahesh garg vs food safety and standards authority', 'alsomahesh garg vs food safety and standards authority of ... on', 'chemical biologicalmahesh garg vs food safety and standards authority', 'foodmahesh garg vs food safety and standards authority', 'mahesh garg vs food safety and standards authority', 'themahesh garg vs food safety and standards authority']",0.0,0.0,6.0
89,Mangalagiri_Textiles_Mills_Private_vs_The_State_Bank_Of_India_on_18_February_2022.PDF,"['(1981) 3 scc 528', '(1988) 3 scc 449', '(1989) 3 scc 483', '(1997) 9 scc 377', '(2007) 11 scc 363', '(2008) 14 scc 58', '(2010) 8 scc 110', '(2013) 4 scc 690', '(2013) 9 scc 620', '(2014) 6 scc 1', '(2016) 4 scc 47', '(2017) 7 scc 729', '(2018) 3 scc 85', '(2019) 13 scc 497', '(2019) 20 scc 47', '(2021) 2 scc 392', '2017 scc online del 6394', '2020 scc online pat 4312', '2021 scc online del 4911', '2021 scc online del 5209', '2021 scc online pat 1205', '2021 scc online pat 1243', '2022 scc online sc 44', 'manu/de/0491/2021']","['(2003) 2 scc 107]', 'a.v. venkateswaran v. ramchand', 'agricultural credit society ltd. v. swapan kumar jana, 1996 scc online cal 209 : (1997) 1 chn 189]', 'attorney-general of trinidad and tobago v. gordon grant & co. ltd.', 'authorised officer, state bank of travancore v mathew k c, (2018) 3 scc 85', 'baburam prakash chandra maheshwari v. antarim', 'bank ltd. v. ikbal, (2013) 10 scc 83 : (2013) 4 scc (civ) 638]', 'c bright v district collector, (2021) 2 scc 392', 'cce v. dunlop india ltd.', 'cct v. indian explosives ltd.', 'co. ltd. v. r.s. pandey', 'columbia sportswear co. v. director of income tax [(2012)', 'government of india v citedal fine pharmaceuticals, madras, (1989) 3', 'harbanslal sahnia v. indian oil corpn', 'housing development finance corporation ltd. v rakesh kumar, 2021 scc online del 5209', 'ikbal v. registrar of coop', 'jammu and kashmir bank limited v trans asian industries exposition private limited, manu/de/0491/2021 has', 'jammu and kashmir bank limited v. trans asian industries exposition private limited', 'kanaiyalal lalchand sachdev v. state of maharashtra [kanaiyalal lalchand sachdev v. state of maharashtra, (2011) 2', 'lalit narain mithila university v national council for teacher education, manu/bh/0888/2020 | 2020', 'lalit narain mithila university v. national council for teacher education, cwjc no. 9421 of 2020', 'ltd. v. kamal swaroop tondon, (2008) 2', 'maharashtra chess association v. union of india, (2020)', 'maharashtra chess association v. union of india, 2019 scc online sc 932', 'new india assurance co. ltd. v. hilli multipurpose cold storage (p) ltd., (2020)', 'punjab national bank v. o.c. krishnan, (2001) 6 scc 569', 'sadhana lodh v. national insurance co. ltd., (2003) 3 scc 524 : 2003 scc (cri) 762]', 'sanjana m. wig v. hindustan petroleum corpn', 'sansar chand sharma v kotak mahindra bank limited, 2021 scc online del 4911', 'sansar chand sharma v. kotak mahindra bank ltd.', 'satyawati tondon [united bank of india v. satyawati tondon, (2010) 8 scc 110 : (2010) 3 scc (civ) 260]', 'saurav kumar sharma v state of bihar, 2021 scc online pat 1205 | (2021) 4 blj 165 (phc) | (2021) 226 aic 765', 'secy. of state v. mask & co.', 'shiveshwar prasad sinha v. district magistrate, 1965 scc online pat 43 : air 1966', 'sobhraj wadh-wani [a.v. venkateswaran v. ramchand', 'sonalika rani v the central board of secondary education, 2021 (2) blj 699 | 2021 scc online pat 1243 | (2021) 2 pljr 396', 'sonalika rani v. the central board of secondary education, new delhi', 'standard chartered bank v v noble kumar, (2013)', 'state bar council of madhya pradesh v union of india, petition for special leave to appeal (c) 10911/2021', 'state of h.p. v. gujarat ambuja cement ltd.', 'state of u.p. v. indian hume pipe co. ltd., (1977) 2 scc 724 : 1977 scc (tax) 335', 'state of uttar pradesh v. mohammad nooh, 1958 scr 595', 't.v. usman v. food inspector, tellicherry municipality [t.v. usman v. food inspector, tellicherry municipality, (1994) 1', 'titaghur paper mills co. ltd. v. state of orissa [(1983) 2 scc 433 : 1983 scc (tax) 131]', 'u.p. state spg. co. ltd. v. r.s. pandey, (2005)']",0.0,24.0,45.0
90,Manikagoud_Shankargoud_Pogul_And_Anr_vs_State_Of_Maharashtra_on_24_January_2022.PDF,[],[],0.0,0.0,0.0
91,Md_Irshad_Ansari_vs_The_State_Of_Jharkhand_Opposite_on_21_January_2022.PDF,[],['irshad ansari vs the state of jharkhand'],0.0,0.0,1.0
92,Md_Mahbub_Alam_vs_The_State_Of_Assam_on_6_January_2022.PDF,[],['mahbub alam vs the state of assam'],0.0,0.0,1.0
93,Messrs_Jet_Gateway_Express_Shipping_vs_Union_Of_India_on_25_February_2022.PDF,"['m/s.unisilk ltd vs commissioner of customs, reported 2012(284)elt 646(guj.)']","['jet gateway express shipping vs union of india', 'messrs jet gateway express shipping vs union of india']",0.0,1.0,2.0
94,Mohd_Salim_Pir_Mohd_Sayani_vs_The_State_Of_Maharashtra_on_7_January_2022.PDF,['slp(crl.) no. 3602/2021'],['sayani vs the state of maharashtra'],0.0,1.0,1.0
95,Mondelez_India_Foods_Pvt_Ltd_vs_A_Elangovan_on_28_January_2022.PDF,[],['ltd vs a.elangovan on'],0.0,0.0,1.0
96,Monu_Thakur_vs_State_Of_U_P_on_4_March_2022.PDF,[],"['(2017) 3 cal lt 243', '5barsagade v. state of maharashtra', 'akshukla/-\n   monu thakur vs state of u.p.', 'amol dudhranmonu thakur vs state of u.p.', 'amonu thakur vs state of u.p.', 'analysismonu thakur vs state of u.p.', 'babu v. state of kerala, (2010) 9 scc 189', 'bhola singh v. state of punjab, (2011) 11 scc 653', 'bymonu thakur vs state of u.p.', 'gorakh nath prasad v. state of bihar, (2018) 2 scc 305', 'hemonu thakur vs state of u.p.', 'inmonu thakur vs state of u.p.', 'justin vs.', 'kathi kalu oghad', 'mahadevu @ papu v. state of karnataka, 2020 scc online kar 3327 : (2020) 6 kant lj 545', 'monu thakur vs state of u.p.', 'monu thakur vs state of u.p. on 4 march, 2022 2(5)', 'monu thakur vs state of u.p. on 4 march, 2022 332', 'monu thakur vs state of u.p. on 4 march, 2022 344', 'nasib singh v. state of punjab and another, (2022) 2 scc 89', 'noor aga', 'noor aga v. state of punjab, (2008) 16 scc 417', 'noor aga vs. state of punjab:\n(2008) 16', 'notmonu thakur vs state of u.p.', 'process;monu thakur vs state of u.p. on 4 march, 2022 233.5', 'ramanlal rathi v. state, air 1951 cal 305', 's.i.;monu thakur vs state of u.p.', 'sait tarajee khimchand v. yelamarti satyam, (1972)', 'shahid hossain biswas v. state of west bengal', 'shahid hossain biswas vs.', 'state: (2021) scc online cal 2007', 'swapan mondal vs.', 'thakur vs state of u.p.', 'thakur vs state of u.p. on 4 march, 2022 936', 'ukha kolhe v. state of maharashtra, air 1963 sc 1531', 'usha kolhe', 'whichmonu thakur vs state of u.p.']",0.0,0.0,37.0
97,Mrs_S_Deb_Gupta_vs_Mr_Debalay_Bhattacharjee_on_3_January_2022.PDF,[],[],0.0,0.0,0.0
98,Mukesh_Kumar_vs_The_State_Of_Bihar_Through_The_Director_on_9_February_2022.PDF,"['adolph coors company v. nicholas brady', 'neeharika infrastructure pvt. ltd. v. state of maharashtra and others', 'nortan mal vs. state of rajasthan', 'pepsico india holdings private limited vs. food inspector and another', 'state of haryana & others vs. bhajan lal and others', 'state of kerala and others vs. unni and another']","['frommukesh kumar vs the state of bihar', 'state of haryana & others vs.', 'undermukesh kumar vs the state of bihar']",0.0,6.0,3.0
99,M_Kaja_Mohindeen_vs_State_Rep_By_on_9_February_2022.PDF,['crl.op.no.19747 of 2017'],['mohindeen vs state rep'],0.0,1.0,1.0
100,M_P_Paramesh_vs_The_Managing_Director_on_18_January_2022.PDF,[],"['m.p.paramesh vs the managing director on 18 january, 2022']",0.0,0.0,1.0
101,M_Sowmiya_Sundari_vs_The_State_Of_Tamil_Nadu_on_18_March_2022.PDF,[],"['ism.sowmiya sundari vs the state of tamil nadu', 'otherm.sowmiya sundari vs the state of tamil nadu']",0.0,0.0,2.0
102,M_S_Beml_Limited_vs_M_S_Veer_Engineering_Works_on_3_January_2022.PDF,"['mmtc ltd. v. m/s vedanta ltd.', 'ongc ltd. v. saw pipes ltd.', 'tarapore & co. v. state of m.p.']","['contractm/s.beml limited vs m/s veer engineering works', 'invitem/s.beml limited vs m/s veer engineering', 'm/s.beml limited vs m/s veer engineering works on 3 january, 2022 263', 'ongc ltd. v. saw pipes ltd., (2003) 5', 'ordersm/s.beml limited vs m/s veer engineering works', 'saangyong engineering & construction co., ltd., v. national highways authority of india, 2019 scc online sc 677 124', 'state of u.p. v. allied constructions, (2003) 7', 'tarapore & co.v. state of mp, (1994) 3 scc 521', 'union of india v. kishorilal gupta &amp']",0.0,3.0,9.0
103,M_S_Hindustan_Unilever_Limited_vs_The_State_Of_Ap_2_Others_on_22_February_2022.PDF,"['dharampal satyapal limited vs. deputy commissioner of central excise, gauhati and others', 'pepsi foods ltd. and another vs. special judicial magistrate and others']","['a.k. kraipak v. union of india, (1969) 2', 'another vs. special judicial magistrate and others2', 'dharampal satyapal limited vs. deputy commissioner of central excise, gauhati and others1', 'hindustan unilever limited vs the state of ap. , 2 others']",0.0,2.0,4.0
104,M_S_Itc_Limited_vs_Food_Safety_Inspector_on_23_February_2022.PDF,"['c.b.i. vs. ashok kumar aggarwal', 'itc ltd., vs. state of madhya pradesh', 'jaswant sing vs. state of punjab', 'mansukhlal vithal das chauhan vs. state of gujarat', 'p.l. tatwal vs. state of madhya pradesh', 'pepsi foods limited and another vs. special judicial magistrate', 'satish mehra vs. delhi administration', 'state of haryana & others vs. bhajanlal and others']","['m/s itc limited vs food safety inspector on 23 february, 2022', 'monosodium glutamate flavour enhancer (ins e-m/s itc limited vs food safety inspector']",0.0,8.0,2.0
105,M_S_Narain_Dass_Bhagwan_Dass_vs_State_Of_J_K_on_31_January_2022.PDF,"['1992 air(sc) 1168', '2007 air scw 656']",['/s narain dass bhagwan dass vs state of j&k'],0.0,2.0,1.0
106,M_S_Nutripure_Fods_Private_Limited_vs_Union_Of_India_on_10_February_2022.PDF,[],['nutripure fods private limited ... vs union of india'],0.0,0.0,1.0
107,M_S_Pernod_Ricard_India_Private_vs_Food_Safety_And_Standards_Authority_Of_on_28_February_2022.PDF,[],[],0.0,0.0,0.0
108,M_S_Rangsugandh_Manufacturing_Pvt_vs_The_Assistant_Commissioner_Of_Customs_on_7_January_2022.PDF,"['c.b.e.c.f.no.501/9/75-cus.vi, dated 01.12.1976', 'circular no.9/2015 - cus., dated 31.03.2015']",[],0.0,2.0,0.0
109,M_S_Tej_Ram_Dharam_Paul_vs_The_Government_Of_Tamil_Nadu_on_19_January_2022.PDF,[],['s.tej ram dharam paul vs the government of tamil nadu'],0.0,0.0,1.0
110,M_S_Uniqeline_vs_The_Authorized_Officer_on_21_January_2022.PDF,[],[],0.0,0.0,0.0
111,Nalin_Venkat_Kishore_Kumar_vs_Food_Safety_And_Standards_Authority_Of_on_19_January_2022.PDF,['w.p.no.13025 of 2018'],"['anynalin venkat kishore kumar vs food safety and standards authority', 'safenalin venkat kishore kumar vs food safety and standards authority of ... on 19 january, 2022']",0.0,1.0,2.0
112,Narasus_Coffee_Company_vs_The_Food_Inspector_on_4_January_2022.PDF,[],"['narasus coffee company vs the food inspector on 4 january, 2022']",0.0,0.0,1.0
113,Naresh_Mangilal_Choudhary_vs_State_Of_Maharashtra_on_1_March_2022.PDF,['joseph kurian & anr. vs. state of kerala'],['naresh mangilal choudhary vs state of maharashtra'],0.0,1.0,1.0
