file_name,summary,court,petitioners,respondents,judges,date,org,gpe,provisions,statutes,precedents,key_facts,type_of_case,decision
Managing_Director_M_S_Wani_Brothers_vs_Ut_Of_J_K_on_2_December_2022.PDF,"Case overview
- The case is titled Managing Director M/S Wani Brothers vs UT of J&K, heard on 2 December 2022 by Hon'ble Mr. Justice Rahul Bharti in the High Court of Jammu & Kashmir and Ladakh.

Key facts
- The appellant, M/S Wani Brothers, sought condonation of a delay of 659 days in filing an appeal under Section 71 of the Food Safety and Standards Act, 2006.
- The appeal was against an order dated 23.04.2019 from the Food Safety Appellate Tribunal, Jammu, which dismissed the appellant's appeal against a penalty of Rs. 4,00,000 imposed by the Adjudicating Officer on 06.10.2018.

Legal issues and arguments
- The appellant argued that the delay should be condoned due to the lack of communication of the impugned order to them, as required by Rule 3.3.4 of the Food Safety and Standards Rules, 2011.
- The appellant contended that the Appellate Tribunal only communicated the order to the Adjudicating Officer and not to the appellant, which deprived them of the opportunity to respond in a timely manner.
- The appellant cited the Supreme Court judgment in Collector of Central Excise, Madras Vs M. M. Rubber and Co. Tamil Nadu, emphasizing the importance of communication of adjudicatory orders to litigants.

Court's reasoning
- The court noted that the Appellate Tribunal's failure to communicate the order to the appellant constituted a significant procedural error.
- The court highlighted that the provisions of Rule 3.3.4 are mandatory, and the appellant should not be penalized for the Tribunal's failure to serve the order.
- The court found that the appellant acted promptly upon receiving the order and thus justified the request for condonation of delay.

Decision or judgment
- The application for condonation of delay was allowed, and the delay of 659 days was condoned.
- The accompanying appeal was taken on record, and notice was issued to the respondent.
- The court ordered the stay of the operation of the impugned orders dated 06.10.2018 and 23.04.2019.
- The case was scheduled for listing on 10.02.2023.",High Court of Jammu & Kashmir and Ladakh,['Managing Director M/s Wani Brothers'],['UT of J&K'],['Rahul Bharti'],02-12-2022,[],"['Jammu', 'Jammu & Kashmir']","['Section 71 of the Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006', 'Food Safety and Standards Rules, 2011']","['Collector of Central Excise, Madras Vs M. M. Rubber and Co. Tamil Nadu']","The case involves an appeal against an order by the Food Safety Appellate Tribunal, Jammu, which dismissed the applicant's appeal against a penalty imposed by the Adjudicating Officer. The applicant was not served with the certified copy of the order, leading to a delay in filing the appeal. The court allowed the application for condonation of delay, stating that the applicant cannot be penalized for the delay due to lack of communication of the order.",Miscellaneous Application,in favour of appellant
Manojbhai_Bhimandas_Ahuja_vs_State_Of_Gujarat_on_1_April_2024.PDF,"Case overview
- The case is Manojbhai Bhimandas Ahuja & Ors. vs State of Gujarat, heard in the High Court of Gujarat at Ahmedabad.
- The case number is R/SPECIAL CRIMINAL APPLICATION NO.2818 of 2015, and the order was dated 01/04/2024.

Key facts
- The applicants, represented by Mr. D.K. Modi, sought to quash certain proceedings.
- At the time of filing the application, the Food & Safety Appellate Tribunal did not exist.
- Subsequently, the State Government established the Appellate Tribunal through a notification.

Legal issues and arguments
- Mr. Modi requested permission to withdraw the application, indicating the establishment of the Appellate Tribunal as a new avenue for addressing the issues raised.

Court's reasoning
- The court acknowledged the establishment of the Appellate Tribunal and granted permission for the withdrawal of the application.
- The court noted that it had not examined the merits of the case.

Decision or judgment
- The application was disposed of as withdrawn, with the liberty granted to the applicants to approach the newly formed Tribunal.
- Notice was discharged, and any interim relief previously granted was vacated.",High Court of Gujarat,"['Manojbhai Bhimandas Ahuja', 'Others']","['State of Gujarat', 'Others']",['Divyesh A. Joshi'],01-04-2024,[],"['Gujarat', 'Ahmedabad']",[],[],[],The applicants sought to quash a matter but withdrew their application as the Food & Safety Appellate Tribunal was formed after the application was filed. They were granted liberty to approach the concerned Tribunal.,Special Criminal Application,withdrawn with liberty to approach concerned Tribunal
Manoj_Kumar_vs_State_Of_U_P_And_Another_on_13_October_2023.PDF,"Case overview
- Case Title: Manoj Kumar vs State of U.P. and Another
- Date of Judgment: 13 October 2023
- Court: High Court of Judicature at Allahabad
- Citation: 2023:AHC:198177
- Case Number: MATTERS UNDER ARTICLE 227 No. - 6571 of 2023

Key facts
- The petitioner, Manoj Kumar, filed a petition to set aside an order dated 14.07.2022, which dismissed his Food Safety Appeal No. 82 of 2018 for default.
- The appeal was dismissed due to the petitioner's absence on 14.03.2022.
- The petitioner was penalized with Rs. 1,50,000 by the A.D.M. City/Adjudicating officer on 04.04.2018 for violating provisions of the Food Safety and Standards Act, 2006.

Legal issues and arguments
- The petitioner contended that there is no provision in the Food Safety and Standards Act, 2006 that allows for dismissal of an appeal for default or for restoration of a dismissed appeal.
- The petitioner argued that the dismissal of his appeal without hearing it on merits was illegal and would severely affect his interests.

Court's reasoning
- The court noted that it is in the interest of justice for matters to be decided on merits rather than for default.
- The court acknowledged the lack of legal provision for dismissing the appeal in the absence of the appellant.

Decision or judgment
- The court set aside the impugned order dated 14.03.2022 and restored Food Safety Appeal No. 82 of 2018 to its original number.
- The petitioner was granted an opportunity to present his arguments before the appellate tribunal.
- The petitioner was instructed to cooperate and not default in appearing before the court until the appeal is finally decided.
- The court allowed the appellate tribunal to take suitable action in case of any default or delay by the appellant.
- The court directed the appellate tribunal to expedite the proceedings and aim to decide the appeal within three months.",High Court of Judicature at Allahabad,['Manoj Kumar'],['State of U.P. and Another'],"[""Hon'ble Mrs. Jyotsna Sharma""]",13-10-2023,[],[],"['Section 76 of Food Safety and Standards Act, 2006', 'Section 26(1) of Food Safety and Standards Act, 2006', 'Section 26(2) of Food Safety and Standards Act, 2006', 'Section 51 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The petitioner, Manoj Kumar, challenged the dismissal of his appeal under the Food Safety and Standards Act for non-prosecution. The court found that there is no provision allowing dismissal for default and restored the appeal, allowing the petitioner to present his case.",Matters under Article 227,in favour of appellant
Manoj_Verma_vs_The_State_Of_Jharkhand_And_Anr_on_27_January_2015.PDF,"Case overview
- Case Title: Manoj Verma vs The State Of Jharkhand And Anr
- Date of Judgment: 27 January 2015
- Court: High Court of Jharkhand at Ranchi
- Case Number: Cr.App (D.B) No.858 of 2014
- Judges: R. R. Prasad, Ravi Nath Verma

Key facts
- The appellant, Manoj Verma, was sentenced to pay a fine of Rs.3,00,000/- by an order dated 2 September 2014 in F.S.S. case No.28 of 2013-14 under the Food Safety and Standards Act, 2006.
- The appellant filed an appeal under Section 76 of the Food Safety and Standards Act, 2006.
- Initially, the appellant was unaware of the court fee payable for the appeal.
- A sum of Rs.25,000/- was paid as court fee by demand draft to the Registrar General of the Court.
- The appellant later discovered that under Rule 11 of the Food Safety and Standard Rules, 2011, only Rs.2,500/- was required as court fee for the penalty amount.

Legal issues and arguments
- The appellant requested a refund of the excess court fee paid, amounting to Rs.22,500/-, after acknowledging the correct fee of Rs.2,500/-. 
- The appellant's counsel argued for the refund based on the provisions of the Food Safety and Standard Rules.

Court's reasoning
- The court considered the facts and circumstances presented by the appellant.
- The court found merit in the appellant's application regarding the refund of the excess court fee.
- The court condoned a delay of 33 days in filing the appeal, acknowledging the grounds mentioned in the application.

Decision or judgment
- The court ordered that Rs.22,500/- be refunded to the appellant by demand draft.
- The court retained Rs.2,500/- as the correct court fee payable, which would be charged as court fee despite being payable to the Food and Safety Appellate Tribunal, which was not functioning at the time.
- The application (I.A) was disposed of, and the matter was to be listed for admission.",High Court of Jharkhand at Ranchi,['Manoj Verma @ Manoj Kumar Verma'],"['State of Jharkhand', 'District Food Safety Officer - cum-Additional Chief Medical Officer, Deoghar']","['R. R. Prasad', 'Ravi Nath Verma']",27-01-2015,[],"['Jharkhand', 'Deoghar']","['Section 76 of Food Safety and Standards Act, 2006', 'Rule 11 of Food Safety and Standards Rules, 2011']","['Food Safety and Standards Act, 2006', 'Food Safety and Standards Rules, 2011']",[],"The appellant, Manoj Verma, appealed against a fine of Rs.3,00,000 imposed in F.S.S. case No.28 of 2013-14. The appeal was filed without knowledge of the correct court fee, initially paying Rs.25,000. It was later found that only Rs.2,500 was required as court fee, leading to a request for a refund of the excess amount.",Criminal Appeal,
Mansa_Enterprises_Through_Its_vs_The_State_Of_Jharkhand_on_11_January_2021.PDF,"Case overview
- The case is titled Mansa Enterprises Through Its Proprietor Shiv Kumar Kataruka vs The State of Jharkhand, adjudicated in the High Court of Jharkhand at Ranchi under W.P.(C) No. 166 of 2014.

Key facts
- The petitioner, Mansa Enterprises, represented by its proprietor, filed a writ application against the State of Jharkhand and several officials, including the Deputy Commissioner-cum-District Magistrate and the Food Safety Officer of Ranchi.
- The hearing took place on January 11, 2021.

Legal issues and arguments
- The petitioner sought to challenge certain actions or decisions made by the respondents regarding food safety regulations.
- During the proceedings, the State's counsel informed the court that a Food Safety Appellate Tribunal had been constituted in Jharkhand.
- The petitioner’s counsel requested permission to withdraw the writ application, indicating an intention to pursue the matter before the newly established Tribunal.

Court's reasoning
- The court acknowledged the establishment of the Food Safety Appellate Tribunal and the petitioner’s request to withdraw the writ application.

Decision or judgment
- The writ application was dismissed as withdrawn, with the petitioner granted liberty to approach the Food Safety Appellate Tribunal.",High Court of Jharkhand,"['Mansa Enterprises through its Proprietor Shiv Kumar Kataruka, Ranchi']","['The State of Jharkhand', 'The Adjudicating Officer, Deputy Commissioner-cum-District Magistrate, Ranchi', 'The Food Safety Officer, Ranchi', 'Designated Officer-cum-Deputy Chief Medical Officer-DFSO-cum-DO-cum-ACMO-1, Ranchi']",['H.C. Mishra'],11-01-2021,[],"['Jharkhand', 'Ranchi']",[],[],[],The petitioner sought to withdraw the writ application to move before the newly constituted Food Safety Appellate Tribunal in Jharkhand. The application was dismissed as withdrawn with liberty to approach the Tribunal.,Writ Petition (Civil),dismissed as withdrawn
Mansukhbhai_Govabhai_Madhvi_vs_State_Of_Gujarat_on_29_April_2023 (1).PDF,"Case overview
- The case is titled Mansukhbhai Govabhai Madhvi vs State of Gujarat, decided on 29 April 2023 by the High Court of Gujarat at Ahmedabad.
- The case number is R/SPECIAL CRIMINAL APPLICATION NO. 4329 of 2015.

Key facts
- The application was directed against the order of the Adjudicating Officer, Surendranagar (respondent no. 2).
- At the time of the application, the Government had not formed the Appellate Tribunal as required under Section 70 of the Food Safety and Standards Act, 2006.

Legal issues and arguments
- The applicant filed the application under Articles 226 and 227 of the Constitution of India, along with Section 482 of the Criminal Procedure Code (Cr.P.C.), due to the unavailability of an appellate remedy.

Court's reasoning
- During the pendency of the application, the Government notified the formation of the Appellate Tribunal.
- The court decided to relegate the applicant to the Appellate Tribunal to file an appeal against the order of the Adjudicating Officer.
- The Appellate Tribunal is instructed not to raise technical issues regarding limitation, as the remedy to file an appeal was not available at the relevant time.
- The Tribunal is directed to liberally consider any application for condonation of delay when filed along with the appeal.

Decision or judgment
- The application was disposed of with the observation that the applicant is at liberty to file a fresh application if necessary.",High Court of Gujarat,['Mansukhbhai Govabhai Madhvi'],"['State of Gujarat', 'Adjudicating Officer, Surendranagar', 'Respondent No. 2', 'Respondent No. 3']",['Ilesh J. Vora'],29-04-2023,[],"['Gujarat', 'Surendranagar', 'Ahmedabad']","['Section 70 of Food Safety and Standards Act, 2006', 'Articles 226 and 227 of the Constitution of India', 'Section 482 of Cr.P.C.']","['Food Safety and Standards Act, 2006', 'Constitution of India', 'Code of Criminal Procedure']",[],"The application was directed against the order of the Adjudicating Officer in Surendranagar. At the time, the Appellate Tribunal was not formed, leading to the filing of this application. The Government later notified the Appellate Tribunal, allowing the applicant to appeal against the Adjudicating Officer's order. The Tribunal was instructed to consider any delay in filing the appeal liberally.",Special Criminal Application,The application stands disposed of.
Mansukhbhai_Govabhai_Madhvi_vs_State_Of_Gujarat_on_29_April_2023.PDF,"Case overview
- The case is titled Mansukhbhai Govabhai Madhvi vs State of Gujarat, decided on 29 April 2023 by Justice Ilesh J. Vora in the High Court of Gujarat.

Key facts
- The application was directed against an order from the Adjudicating Officer in Surendranagar (respondent no. 2).
- At the time of the application, the Appellate Tribunal as per Section 70 of the Food Safety and Standards Act, 2006 had not been formed.
- The applicant filed the application under Articles 226 and 227 of the Constitution of India, along with Section 482 of the Criminal Procedure Code (Cr.P.C.).

Legal issues and arguments
- The main issue was the lack of an available remedy to appeal the order of the Adjudicating Officer due to the absence of the Appellate Tribunal.
- The applicant sought relief from the High Court due to this procedural gap.

Court's reasoning
- The court noted that during the pendency of the application, the Government had notified the formation of the Appellate Tribunal.
- The court decided to relegate the applicant to the newly formed Appellate Tribunal to file an appeal against the Adjudicating Officer's order.
- The court instructed that the Appellate Tribunal should not raise technical issues regarding limitation, as the remedy to appeal was not available at the time of the applicant's filing.
- The court emphasized that any application for condonation of delay should be considered liberally by the Appellate Tribunal.

Decision or judgment
- The application was disposed of with the direction to the applicant to file an appeal with the Appellate Tribunal.
- The applicant was granted liberty to file a fresh application if necessary.",High Court of Gujarat,['Mansukhbhai Govabhai Madhvi'],"['State of Gujarat', 'Adjudicating Officer, Surendranagar', 'Respondent No. 2', 'Respondent No. 3']",['Ilesh J. Vora'],29-04-2023,[],"['Gujarat', 'Surendranagar', 'Ahmedabad']","['Section 70 of Food Safety and Standards Act, 2006', 'Articles 226 and 227 of the Constitution of India', 'Section 482 of Cr.P.C.']","['Food Safety and Standards Act, 2006', 'Constitution of India', 'Code of Criminal Procedure']",[],"The application was directed against the order of the Adjudicating Officer in Surendranagar. At the time, the Appellate Tribunal was not formed, leading to the filing of this application. The Government later notified the Appellate Tribunal, allowing the applicant to appeal against the Adjudicating Officer's order. The Tribunal was instructed to consider any delay in filing the appeal liberally.",Special Criminal Application,The application stands disposed of.
Marketing_Unit_And_Regd_Office_At_vs_Shri_Hukam_Singh_on_7_February_2020.PDF,"Case overview
- The case involves M/s Mother Dairy Fruit and Vegetable Pvt. Ltd. (Appellant) appealing against an order from the Adjudicating Officer that imposed penalties for food safety violations.
- The penalties included Rs.10,000 on an individual (Sh. Sajjan Singh), Rs.40,000 on the marketing unit in Patparganj, and Rs.50,000 on the manufacturing unit in Pilkhuwa.

Key facts
- The appellant is engaged in the manufacturing and sale of milk and milk products.
- A sample of Full Cream Milk was taken by the Food Safety Officer and analyzed, revealing it to be substandard: Milk Fat was 6.1% (standard 6.0%) and Solids Non Fat (SNF) was 8.64% (standard 9%).
- The appellant argued that the deficiencies were marginal and could be attributed to human error in analysis.

Legal issues and arguments
- The appellant cited the Supreme Court judgment in Narottam Dass Vs. State of Rajasthan, arguing that the marginal deficiency should lead to dismissal of the Food Analyst's report.
- The appellant also referenced Nagar Swasthya Adhikari Vs. Subhash Chandra, claiming improper sampling and analysis procedures were not considered by the Adjudicating Officer.
- The appellant contended that the lab was not accredited and that penalties were imposed twice for the same offense.

Court's reasoning
- The Adjudicating Officer rejected the appellant's claims regarding improper sampling and the marginal nature of the deficiencies, emphasizing public health concerns.
- The court referenced previous judgments, including M.V. Joshi Vs. M.U. Shimpi and State of Kerala Vs. Parameswaram Pillai Vasudevan Nair, establishing that any deviation from prescribed standards constitutes adulteration, regardless of the extent.
- The court noted that the law does not allow for exemptions based on marginal variations, as it undermines the certainty of food safety standards.
- The Supreme Court's ruling in Raj Kumar Vs. State of Uttar Pradesh reinforced that compliance with standards is mandatory, and marginal deviations cannot be overlooked.

Decision or judgment
- The appeal was dismissed, affirming the penalties imposed by the Adjudicating Officer. The court found no illegality in the order and stated that the appellant's other contentions were not pressed during the hearing.",District & Sessions Judge/Food Safety Appellate Tribunal New Delhi,['M/s Mother Dairy Fruit and Vegetable Pvt. Ltd.'],"['Shri Hukam Singh, Food Safety Officer, Department of Food Safety, Govt. of NCT of Delhi']",['Sh. Dinesh Kumar Sharma'],07-02-2020,['M/s Mother Dairy Fruit and Vegetable Pvt. Ltd.'],"['Ghaziabad, UP', 'New Delhi']","['Section 42(2) of Food Safety and Standards Act, 2006', 'Section 43 of Food Safety and Standards Act, 2006', 'Section 98 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']","['Narottam Dass Vs. State of Rajasthan', 'Nagar Swasthya Adhikari Vs. Subhash Chandra and Others', 'Raj Kumar Vs. State of Uttar Pradesh', 'M.V.Joshi Vs. M.U.Shimpi', 'State of Kerala Vs. Parameswaram Pillai Vasudevan Nair']","The appellant challenged a penalty imposed by the Adjudicating Officer for substandard milk. The appellant argued that the deficiency was marginal and could be due to human error, citing previous judgments. The Adjudicating Officer upheld the penalty, emphasizing the importance of adhering to food safety standards.",Appeal,in favour of respondent
Mehboob_Khan_Subhan_Khan_vs_The_State_Of_Maharashtra_And_Others_on_26_October_2018.PDF,"Case overview
- The case is titled Mehboob Khan Subhan Khan vs The State of Maharashtra and Others, and it is recorded as Criminal Appeal No. 82 of 2017 in the High Court of Judicature at Bombay, Bench at Aurangabad.

Key facts
- The judgement was delivered on 26 October 2018.
- Mr. M.L. Dharashive, along with Mr. R.C. Patil, represented the appellant, Mehboob Khan Subhan Khan.
- Mr. P.G. Borade served as the Assistant Government Pleader (AGP) for the respondent, the State.
- There were no representatives present for respondents Nos. 2 to 4 during the hearing.

Legal issues and arguments
- The specific legal issues and arguments presented in the case are not detailed in the provided text.

Court's reasoning
- The court decided to stand over the case to 22 November 2018.
- The court also ordered the calling for record and proceedings in Appeal No. 1 of 2014 from the Office of Food Safety Appellate Tribunal, Jalgaon.

Decision or judgment
- The judgement does not provide a final decision but indicates a continuation of proceedings with a future date set for hearing.",High Court of Judicature at Bombay,['Mehboob Khan Subhan Khan'],"['The State of Maharashtra', 'Others']",['S.M. Gavhane'],26-10-2018,['Food Safety Appellate Tribunal'],"['Maharashtra', 'Jalgaon']",[],[],[],The case involves a criminal appeal by Mehboob Khan Subhan Khan against the State of Maharashtra and others. The court noted the absence of respondents 2 to 4 and decided to stand over the case to a later date while calling for records from the Food Safety Appellate Tribunal.,Criminal Appeal,
Mehulkumar_Pareshbhai_Chokhawala_vs_Food_Safety_Officer_P_S_Patel_on_20_April_2023.PDF,"Case overview
- The case is titled Mehulkumar Pareshbhai Chokhawala vs Food Safety Officer P S Patel, decided on April 20, 2023, in the High Court of Gujarat at Ahmedabad.
- The appeal is registered as C/FA/4747/2022.

Key facts
- The appellant, Mehulkumar Pareshbhai Chokhawala, challenges an order dated May 2, 2022, from the Food Safety Appellate Tribunal.
- The original adjudicating authority imposed a penalty of Rs. 24,000 for contraventions of the Food Safety and Standards Act, 2006 (FSSAI Act).
- The Food Safety Officer appealed the original order, leading to the Appellate Tribunal enhancing the penalty to Rs. 1,00,000.

Legal issues and arguments
- The appellant accepted the initial penalty but contested the enhancement by the Appellate Tribunal.
- The appellant's counsel, Mr. Nirav K Padhiyar, requested a reduction of the enhanced penalty to Rs. 50,000.
- The respondent's counsel, AGP Ms. Surbhi Bhati, argued that the appellant was guilty of serious violations of the FSSAI Act and that the enhancement was justified due to the nature of the offense.

Court's reasoning
- The Court noted that the Appellate Tribunal's order lacked sufficient reasoning for the tripling of the penalty.
- It emphasized that the Tribunal should have provided a clear rationale for determining that the original penalty was too low and for the specific amount of enhancement.
- The Court found the general observations made by the Appellate Tribunal insufficient to justify the increased penalty.

Decision or judgment
- The Court allowed the appeal, reducing the penalty from Rs. 1,00,000 to Rs. 50,000.
- The appellant is required to pay the difference of Rs. 26,000 within four weeks.
- The Civil Application related to the case was also disposed of, and direct service was permitted.",High Court of Gujarat,['Mehulkumar Pareshbhai Chokhawala alias Modi'],['Food Safety Officer P S Patel'],['Nikhil S. Kariel'],20-04-2023,[],"['Gujarat', 'Ahmedabad']","['Section 70 of Food Safety and Standards Act, 2006', 'Section 49 of Food Safety and Standards Act, 2006', 'Sections 50 of Food Safety and Standards Act, 2006', 'Sections 53 of Food Safety and Standards Act, 2006', 'Sections 58 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The appellant challenged an order from the Food Safety Appellate Tribunal that enhanced a penalty from Rs. 24,000 to Rs. 1,00,000 for contraventions of the Food Safety and Standards Act. The appellant accepted the initial penalty but contested the enhancement. The court found the reasons for enhancement insufficient and reduced the penalty to Rs. 50,000.",First Appeal,in favour of appellant
Modi_Rubber_Ltd_vs_Guardian_International_Corp_on_28_March_2007.PDF,"Case overview
- The case is between Modi Rubber Ltd. (MRL) and Guardian International Corp. regarding a dispute over a Shareholders Agreement (SHA) and a proposed wholly owned subsidiary by Guardian.

Key facts
- MRL and Guardian entered into a Memorandum of Understanding (MOU) on July 1, 1988, to collaborate on a joint venture for manufacturing float glass in India.
- The SHA was executed on January 23, 1990, detailing shareholding percentages and management structure for the joint venture, Gujarat Guardian Ltd. (GGL).
- The SHA included a non-compete clause (Clause 14) prohibiting either party from engaging in similar business activities during the agreement's term.
- MRL was declared a sick company by the Board for Industrial and Financial Reconstruction (BIFR) in May 2006, leading Guardian to assert that the SHA was frustrated and terminated.

Legal issues and arguments
- MRL sought an injunction to prevent Guardian from establishing a wholly owned subsidiary for float glass manufacturing, arguing that it violated the non-compete clause.
- Guardian contended that MRL's financial instability justified its termination of the SHA and its plans for a new subsidiary.
- The court needed to determine if MRL could seek interim relief despite Guardian's claims of frustration of the SHA.

Court's reasoning
- The court found that the SHA remained valid as both parties held more than 15% of shares, and Guardian's unilateral termination was not justified under the agreement's terms.
- The court emphasized that the non-compete clause was binding and that Guardian's actions to set up a subsidiary would likely cause irreparable harm to MRL and GGL.
- The court noted that the financial health of GGL was strong, and the proposed subsidiary would directly compete with it, undermining MRL's interests.

Decision or judgment
- The court granted MRL's petition, restraining Guardian from participating in any similar business or setting up a subsidiary in violation of the SHA until the arbitration proceedings concluded.
- The court clarified that its ruling was based on a prima facie assessment and did not preclude further examination of the merits in arbitration.",High Court of Delhi,['Modi Rubber Ltd.'],['Guardian International Corp.'],['Gita Mittal'],28-03-2007,"['Gujarat Alkalies Chemicals Ltd.', 'Gujarat Mineral Development Corp.']","['Gujarat', 'Delhi']","['Section 9 of the Arbitration and Conciliation Act, 1996', 'Section 56 of the Indian Contract Act', 'Section 14(1)(c) of the Specific Relief Act, 1963']","['Arbitration and Conciliation Act, 1996', 'Indian Contract Act', 'Specific Relief Act, 1963', 'Sick Industrial Companies (Special Provisions) Act, 1985']","['Gujarat Bottling Co. Ltd. v. Coca Cola and Anr.', 'Goyal MG Gases Ltd. v. Griesheim Gmbh', 'The Chancellor, Masters and Scholars of the University of Oxford v. Orient Longmans Pvt. Ltd.', 'Naihati Jute Mills Ltd. v. Khayali Ram Jagannath', 'Satyabrata Ghose v. Mugneeram Bangur and Co.']","The case involves a dispute between Modi Rubber Ltd. and Guardian International Corp. regarding the termination of a Shareholders Agreement (SHA) and the establishment of a wholly owned subsidiary by Guardian. Modi Rubber claims that Guardian's actions violate the non-compete clause in the SHA, while Guardian argues that the SHA is frustrated due to Modi Rubber's financial instability. The court found that the SHA remains valid and granted an injunction against Guardian's plans to set up the subsidiary.",Arbitration petition,in favour of petitioner
Mother_Dairy_Fruit_And_Vegetable_Pvt_vs_Sh_Hukam_Singh_on_22_January_2021.PDF,"Case overview
- The case is titled Mother Dairy Fruit and Vegetable Pvt. Ltd. vs. Sh. Hukam Singh, decided on 22nd January 2021 by Justice Prathiba M. Singh in the High Court of Delhi.

Key facts
- The petitioner, Mother Dairy Fruit and Vegetable Pvt. Ltd., challenges an order dated 7th February 2020 from the Food Safety Appellate Tribunal (FSAT) in FSAT No. 49/16. 
- The FSAT upheld a penalty of Rs. 40,000 imposed by the Adjudicating Officer on the petitioner on 25th November 2016.

Legal issues and arguments
- The petitioner argues that under Section 71 of the Food Safety and Standards Act, 2006, a second appeal on any question of fact or law against the FSAT's order lies before the High Court. 
- The petitioner’s counsel, Mr. Vivek Sood, states that the Registry informed them that the matter should be filed as a writ petition rather than a second appeal.
- Section 71(6) of the Act allows an aggrieved person to appeal to the High Court within sixty days of the Tribunal's decision.
- A previous judgment (Ardor Restaurant and ors. v. Bal Mukund) indicated that a writ petition against the FSAT should be treated as an appeal under Section 71(6).

Court's reasoning
- The court acknowledges the legal position that the current writ petition should be treated as a 'Regular Second Appeal' under Section 71(6) of the Act.
- The court notes that the Registry should renumber the writ petition accordingly and list it before the appropriate Roster Bench.
- The petitioner’s counsel mentions that the Registry indicated that a category for regular second appeals does not currently exist, suggesting a need for the Registry to update its IT software to accommodate such appeals.

Decision or judgment
- The court allows the exemption application and disposes of it. 
- The case is to be listed before the Roster Bench on 1st February 2021.",High Court of Delhi,['Mother Dairy Fruit And Vegetable Pvt. Ltd.'],['Sh. Hukam Singh'],['Prathiba M. Singh'],22-01-2021,[],['New Delhi'],"['Section 71 of the Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",['Ardor Restaurant and ors. v. Bal Mukund'],"The petition challenges the order of the Food Safety Appellate Tribunal which upheld a penalty of Rs. 40,000 imposed on the petitioner. The petitioner argues that the matter should be treated as a second appeal under Section 71 of the Food Safety and Standards Act, 2006, rather than a writ petition.",Writ Petition,
